Component Name;Application;Category;Type;Database;LCI-ID;Lambda;R-Value;U-Value;Min Density;Max Density;Functional Unit;Type of Assembly;Material;Waste Category;Landfill;Incineration;Reuse;Recycling;Sorted on Building Site
Hollow bricks | Sand-lime (290x190x190 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1187;0.599;0.32;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Hollow sand-lime bricks;Other stony waste;0.05;0.0;0.0;0.95;0.75
Hollow bricks | Sand-lime (290x190x190 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1187;0.599;0.32;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Cement mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Hollow bricks | Sand-lime (290x190x190 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1187;0.599;0.32;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Insulating bricks | Fired clay (300x138x134 mm) | Glued;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS147;0.28;0.49;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Insulating fired clay bricks;Bricks, roof tiles;0.05;0.0;0.0;0.95;0.75
Insulating bricks | Fired clay (300x138x134 mm) | Glued;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS147;0.28;0.49;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Cement-based adhesive mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Insulating bricks | Fired clay (300x138x134 mm) | Glued;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS147;0.28;0.49;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Insulating bricks | Fired clay (300x188x134 mm) | Glued;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1465;0.28;0.67;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Insulating fired clay bricks;Bricks, roof tiles;0.05;0.0;0.0;0.95;0.75
Insulating bricks | Fired clay (300x188x134 mm) | Glued;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1465;0.28;0.67;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Cement-based adhesive mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Insulating bricks | Fired clay (300x188x134 mm) | Glued;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1465;0.28;0.67;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Insulating bricks | Fired clay (288x138x138 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS114;0.356;0.39;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Insulating fired clay bricks;Bricks, roof tiles;0.05;0.0;0.0;0.95;0.75
Insulating bricks | Fired clay (288x138x138 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS114;0.356;0.39;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Cement mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Insulating bricks | Fired clay (288x138x138 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS114;0.356;0.39;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Insulating bricks | Fired clay (288x188x138 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS115;0.356;0.53;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Insulating fired clay bricks;Bricks, roof tiles;0.05;0.0;0.0;0.95;0.75
Insulating bricks | Fired clay (288x188x138 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS115;0.356;0.53;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Cement mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Insulating bricks | Fired clay (288x188x138 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS115;0.356;0.53;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Rubble stones | Limestone (300 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1216;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Limestone rubble stones;Bulk materials;0.05;0.0;0.95;0.0;0.9
Rubble stones | Limestone (300 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1216;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Cement mortar;Other stony waste;0.05;0.0;0.0;0.95;0.75
Rubble stones | Limestone (300 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1216;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Rubble stones | Sandstone (300 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1218;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Sandstone rubble stones;Bulk materials;0.05;0.0;0.95;0.0;0.9
Rubble stones | Sandstone (300 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1218;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Cement mortar;Other stony waste;0.05;0.0;0.0;0.95;0.75
Rubble stones | Sandstone (300 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1218;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Rubble stones | Schist (300 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1217;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Schist rubble stones;Bulk materials;0.05;0.0;0.95;0.0;0.9
Rubble stones | Schist (300 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1217;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Cement mortar;Other stony waste;0.05;0.0;0.0;0.95;0.75
Rubble stones | Schist (300 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1217;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Solid blocks | Concrete (290x140x190 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS108;1.66;0.08;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Solid concrete blocks;Concrete;0.05;0.0;0.0;0.95;0.75
Solid blocks | Concrete (290x140x190 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS108;1.66;0.08;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Cement mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Solid blocks | Concrete (290x140x190 mm) | Laid in cement mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS108;1.66;0.08;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Solid blocks | Sand-lime (897x150x643 mm) | Glued;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1524;1.01;0.15;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Sand-lime blocks;Other stony waste;0.05;0.0;0.0;0.95;0.75
Solid blocks | Sand-lime (897x150x643 mm) | Glued;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1524;1.01;0.15;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Cement-based adhesive mortar;Other stony waste;0.05;0.0;0.0;0.95;0.75
Solid blocks | Sand-lime (897x150x643 mm) | Glued;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1524;1.01;0.15;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Solid bricks | Fired clay (220x110x60 mm + 110x220x60 mm) | Laid in bastard mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1505;0.645;0.53;;;;sqm;Masonry with bastard mortar joints (Rjoint ≥ Rmat);Solid fired clay bricks;Bricks, roof tiles;0.05;0.0;0.0;0.95;0.75
Solid bricks | Fired clay (220x110x60 mm + 110x220x60 mm) | Laid in bastard mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1505;0.645;0.53;;;;sqm;Masonry with bastard mortar joints (Rjoint ≥ Rmat);Bastard mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Solid bricks | Fired clay (220x110x60 mm + 110x220x60 mm) | Laid in bastard mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1505;0.645;0.53;;;;sqm;Masonry with bastard mortar joints (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Solid bricks | Fired clay (220x110x60 mm + 110x220x60 mm) | Laid in lime mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1502;0.589;0.58;;;;sqm;Lime mortar for masonry joints (Rjoint < Rmat);Solid fired clay bricks;Bricks, roof tiles;0.05;0.0;0.0;0.95;0.75
Solid bricks | Fired clay (220x110x60 mm + 110x220x60 mm) | Laid in lime mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1502;0.589;0.58;;;;sqm;Lime mortar for masonry joints (Rjoint < Rmat);Lime mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Solid bricks | Fired clay (220x110x60 mm + 110x220x60 mm) | Laid in lime mortar;External wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1502;0.589;0.58;;;;sqm;Lime mortar for masonry joints (Rjoint < Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Solid bricks | Fired clay (110x220x60 mm) | Laid in bastard mortar;External wall - non-loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1590;0.641;0.34;;;;sqm;Masonry with bastard mortar joints (Rjoint ≥ Rmat);Solid fired clay bricks;Bricks, roof tiles;0.05;0.0;0.0;0.95;0.75
Solid bricks | Fired clay (110x220x60 mm) | Laid in bastard mortar;External wall - non-loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1590;0.641;0.34;;;;sqm;Masonry with bastard mortar joints (Rjoint ≥ Rmat);Bastard mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Solid bricks | Fired clay (110x220x60 mm) | Laid in bastard mortar;External wall - non-loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1590;0.641;0.34;;;;sqm;Masonry with bastard mortar joints (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Solid bricks | Fired clay (110x220x60 mm) | Laid in lime mortar;External wall - non-loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1587;0.587;0.38;;;;sqm;Lime mortar for masonry joints (Rjoint < Rmat);Solid fired clay bricks;Bricks, roof tiles;0.05;0.0;0.0;0.95;0.75
Solid bricks | Fired clay (110x220x60 mm) | Laid in lime mortar;External wall - non-loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1587;0.587;0.38;;;;sqm;Lime mortar for masonry joints (Rjoint < Rmat);Lime mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Solid bricks | Fired clay (110x220x60 mm) | Laid in lime mortar;External wall - non-loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1587;0.587;0.38;;;;sqm;Lime mortar for masonry joints (Rjoint < Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Blocks | Cellular concrete (600x150x250 mm) | Glued;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS369;0.26;0.58;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Cellular concrete blocks;Cellular concrete;0.7;0.0;0.0;0.3;0.3
Blocks | Cellular concrete (600x150x250 mm) | Glued;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS369;0.26;0.58;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Cement-based adhesive mortar;Other stony waste;0.05;0.0;0.0;0.95;0.75
Blocks | Cellular concrete (600x150x250 mm) | Glued;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS369;0.26;0.58;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Hollow blocks | Concrete (290x190x190 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS367;;0.14;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Hollow concrete blocks;Concrete;0.05;0.0;0.0;0.95;0.75
Hollow blocks | Concrete (290x190x190 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS367;;0.14;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Cement mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Hollow blocks | Concrete (290x190x190 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS367;;0.14;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Hollow bricks | Fired clay (288x138x138 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS370;0.453;0.3;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Hollow fired clay bricks;Bricks, roof tiles;0.05;0.0;0.0;0.95;0.75
Hollow bricks | Fired clay (288x138x138 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS370;0.453;0.3;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Cement mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Hollow bricks | Fired clay (288x138x138 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS370;0.453;0.3;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Hollow bricks | Fired clay (288x188x138 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1511;0.453;0.42;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Hollow fired clay bricks;Bricks, roof tiles;0.05;0.0;0.0;0.95;0.75
Hollow bricks | Fired clay (288x188x138 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1511;0.453;0.42;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Cement mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Hollow bricks | Fired clay (288x188x138 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1511;0.453;0.42;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Hollow bricks | Sand-lime (298x150x198 mm) | Glued;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1188;0.57;0.26;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Hollow sand-lime bricks;Other stony waste;0.05;0.0;0.0;0.95;0.75
Hollow bricks | Sand-lime (298x150x198 mm) | Glued;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1188;0.57;0.26;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Cement-based adhesive mortar;Other stony waste;0.05;0.0;0.0;0.95;0.75
Hollow bricks | Sand-lime (298x150x198 mm) | Glued;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1188;0.57;0.26;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Hollow bricks | Sand-lime (298x150x148 mm) | Glued;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS366;0.57;0.26;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Hollow sand-lime bricks;Other stony waste;0.05;0.0;0.0;0.95;0.75
Hollow bricks | Sand-lime (298x150x148 mm) | Glued;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS366;0.57;0.26;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Cement-based adhesive mortar;Other stony waste;0.05;0.0;0.0;0.95;0.75
Hollow bricks | Sand-lime (298x150x148 mm) | Glued;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS366;0.57;0.26;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Hollow bricks | Sand-lime (298x200x198 mm) | Glued;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1189;0.57;0.35;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Hollow sand-lime bricks;Other stony waste;0.05;0.0;0.0;0.95;0.75
Hollow bricks | Sand-lime (298x200x198 mm) | Glued;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1189;0.57;0.35;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Cement-based adhesive mortar;Other stony waste;0.05;0.0;0.0;0.95;0.75
Hollow bricks | Sand-lime (298x200x198 mm) | Glued;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1189;0.57;0.35;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Rubble stones | Limestone (300 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1219;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Limestone rubble stones;Bulk materials;0.05;0.0;0.95;0.0;0.9
Rubble stones | Limestone (300 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1219;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Cement mortar;Other stony waste;0.05;0.0;0.0;0.95;0.75
Rubble stones | Limestone (300 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1219;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Rubble stones | Sandstone (300 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1221;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Sandstone rubble stones;Bulk materials;0.05;0.0;0.95;0.0;0.9
Rubble stones | Sandstone (300 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1221;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Cement mortar;Other stony waste;0.05;0.0;0.0;0.95;0.75
Rubble stones | Sandstone (300 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1221;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Rubble stones | Schist (300 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1220;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Schist rubble stones;Bulk materials;0.05;0.0;0.95;0.0;0.9
Rubble stones | Schist (300 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1220;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Cement mortar;Other stony waste;0.05;0.0;0.0;0.95;0.75
Rubble stones | Schist (300 mm) | Laid in cement mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1220;1.64;0.18;;;;sqm;Masonry with cement mortar joints (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Solid blocks | Sand-lime (897x150x643 mm) | Glued;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1525;1.01;0.15;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Sand-lime blocks;Other stony waste;0.05;0.0;0.0;0.95;0.75
Solid blocks | Sand-lime (897x150x643 mm) | Glued;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1525;1.01;0.15;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Cement-based adhesive mortar;Other stony waste;0.05;0.0;0.0;0.95;0.75
Solid blocks | Sand-lime (897x150x643 mm) | Glued;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1525;1.01;0.15;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Solid bricks | Fired clay (220x110x60 mm + 110x220x60 mm) | Laid in bastard mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1506;0.645;0.53;;;;sqm;Masonry with bastard mortar joints (Rjoint ≥ Rmat);Solid fired clay bricks;Bricks, roof tiles;0.05;0.0;0.0;0.95;0.75
Solid bricks | Fired clay (220x110x60 mm + 110x220x60 mm) | Laid in bastard mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1506;0.645;0.53;;;;sqm;Masonry with bastard mortar joints (Rjoint ≥ Rmat);Bastard mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Solid bricks | Fired clay (220x110x60 mm + 110x220x60 mm) | Laid in bastard mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1506;0.645;0.53;;;;sqm;Masonry with bastard mortar joints (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Solid bricks | Fired clay (220x110x60 mm + 110x220x60 mm) | Laid in lime mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1503;0.589;0.58;;;;sqm;Lime mortar for masonry joints (Rjoint < Rmat);Solid fired clay bricks;Bricks, roof tiles;0.05;0.0;0.0;0.95;0.75
Solid bricks | Fired clay (220x110x60 mm + 110x220x60 mm) | Laid in lime mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1503;0.589;0.58;;;;sqm;Lime mortar for masonry joints (Rjoint < Rmat);Lime mortar joints;Other stony waste;0.05;0.0;0.0;0.95;0.75
Solid bricks | Fired clay (220x110x60 mm + 110x220x60 mm) | Laid in lime mortar;Internal wall - loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1503;0.589;0.58;;;;sqm;Lime mortar for masonry joints (Rjoint < Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Blocks | Cellular concrete (600x100x250 mm) | Glued;Internal wall - non-loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS394;0.26;0.38;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Cellular concrete blocks;Cellular concrete;0.7;0.0;0.0;0.3;0.3
Blocks | Cellular concrete (600x100x250 mm) | Glued;Internal wall - non-loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS394;0.26;0.38;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Cement-based adhesive mortar;Other stony waste;0.05;0.0;0.0;0.95;0.75
Blocks | Cellular concrete (600x100x250 mm) | Glued;Internal wall - non-loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS394;0.26;0.38;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Blocks | Compressed earth (295x90x140 mm) | Glued;Internal wall - non-loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1169;0.65;0.14;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Compressed earth blocks;Bulk materials;0.05;0.0;0.95;0.0;0.9
Blocks | Compressed earth (295x90x140 mm) | Glued;Internal wall - non-loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1169;0.65;0.14;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Lime-based adhesive mortar;Other stony waste;0.05;0.0;0.0;0.95;0.75
Blocks | Compressed earth (295x90x140 mm) | Glued;Internal wall - non-loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1169;0.65;0.14;;;;sqm;Masonry with adhesive mortar (Rjoint ≥ Rmat);Tap water;No impact end-of-life;0.0;0.0;0.0;0.0;0.0
Blocks | Compressed earth (295x90x140 mm) | Laid in lime mortar;Internal wall - non-loadbearing | Primary part;Masonry element (solid);Generic component;Ecoinvent 3.6;WS1170;0.655;0.14;;;;sqm;Fixed with lime mortar (Rjoint = Rmat);Compressed earth blocks;Bulk materials;0.05;0.0;0.95;0.0;0.9
